0 28 33 65 71 29 12 76 79 81 51 9 78 34 50 3 68 54 4 55 25 24 80 77 0 # 0 59 98 14 38 44 16 61 86 85 99 94 6 53 26 0 # 0 95 92 42 15 2 73 21 40 87 57 43 37 97 96 13 0 # 0 52 69 30 90 10 20 66 35 32 70 1 0 # 0 27 31 63 64 11 19 62 88 7 18 84 8 46 17 91 100 93 60 89 0 # 0 5 83 45 82 47 36 49 48 0 # 0 72 39 67 23 75 22 41 56 74 58 0 # | 1.0 0.0 
0 53 0 # 0 95 92 42 2 72 39 75 23 67 21 73 40 0 # 0 27 28 12 29 76 30 71 78 79 81 9 51 90 49 46 0 # 0 96 97 37 43 13 89 60 17 91 100 93 58 0 # 0 33 65 63 36 47 82 52 69 31 62 11 64 19 88 7 18 8 84 6 94 0 # 0 83 45 5 59 98 14 15 44 38 99 61 16 86 85 87 57 41 22 3 34 50 10 20 66 35 32 48 70 1 0 # 0 26 56 74 55 54 68 24 4 25 80 77 0 # | 0.4 0.6 
0 28 12 29 76 30 71 78 79 81 9 51 90 49 46 0 # 0 96 97 37 43 13 89 60 17 91 100 93 58 0 # 0 95 92 42 2 72 39 75 23 67 21 73 40 0 # 0 26 56 74 55 54 68 24 4 25 80 77 0 # 0 27 83 45 5 59 98 14 15 44 38 16 61 99 85 86 87 57 41 22 3 34 50 10 20 66 35 32 48 70 1 0 # 0 53 0 # 0 33 65 63 36 47 82 52 69 31 62 11 64 19 88 7 18 8 84 6 94 0 # | 0.2 0.8 
0 27 83 45 5 59 98 14 15 44 38 16 61 99 85 86 87 57 41 22 34 3 50 10 20 66 35 32 48 70 1 0 # 0 28 12 29 76 30 71 78 79 81 9 51 90 49 46 0 # 0 96 97 37 43 13 89 60 17 91 100 93 58 0 # 0 95 92 42 2 72 39 75 23 67 21 73 40 0 # 0 26 56 74 55 54 68 24 4 25 80 77 0 # 0 53 0 # 0 33 65 63 36 47 82 52 69 31 62 11 64 19 88 7 18 8 84 6 94 0 # | 0.2 0.8 
0 95 92 42 2 72 39 23 75 67 21 73 40 0 # 0 28 12 29 76 30 71 78 79 81 9 51 90 49 46 0 # 0 96 97 37 43 13 89 60 17 91 100 93 58 0 # 0 26 56 74 55 54 68 24 4 25 80 77 0 # 0 27 83 45 5 59 98 14 15 44 38 16 61 99 85 86 87 57 41 22 3 34 50 10 20 66 35 32 48 70 1 0 # 0 53 0 # 0 33 65 63 36 47 82 52 69 31 62 11 64 19 88 7 18 8 84 6 94 0 # | 0.1 0.9 
0 27 83 45 5 59 98 14 15 44 38 16 61 99 85 86 87 57 41 22 34 3 50 10 20 66 35 32 48 70 1 0 # 0 95 92 42 2 72 39 23 75 67 21 73 40 0 # 0 28 12 29 76 30 71 78 79 81 9 51 90 49 46 0 # 0 96 97 37 43 13 89 60 17 91 100 93 58 0 # 0 26 56 74 55 54 68 24 4 25 80 77 0 # 0 53 0 # 0 33 65 63 36 47 82 52 69 31 62 11 64 19 88 7 18 8 84 6 94 0 # | 0.1 0.9 
0 95 92 42 2 72 39 21 75 23 67 73 40 0 # 0 28 12 29 76 30 71 78 79 81 9 51 90 49 46 0 # 0 96 97 37 43 13 89 60 17 91 100 93 58 0 # 0 26 56 74 55 54 68 24 4 25 80 77 0 # 0 27 83 45 5 59 98 14 15 44 38 16 61 99 85 86 87 57 41 22 3 34 50 10 20 66 35 32 48 70 1 0 # 0 53 0 # 0 33 65 63 36 47 82 52 69 31 62 11 64 19 88 7 18 8 84 6 94 0 # | 0.1 0.9 
0 95 92 42 2 72 39 21 75 23 67 73 40 0 # 0 28 12 29 76 30 71 78 79 81 9 51 90 49 46 0 # 0 96 97 37 43 13 89 60 17 91 100 93 58 0 # 0 26 56 74 55 54 68 24 4 25 80 77 0 # 0 27 83 45 5 59 98 14 15 44 38 16 61 99 85 86 87 57 41 22 34 3 50 10 20 66 35 32 48 70 1 0 # 0 53 0 # 0 33 65 63 36 47 82 52 69 31 62 11 64 19 88 7 18 8 84 6 94 0 # | 0.1 0.9 
0 5 83 45 82 47 36 64 11 19 62 7 88 90 18 84 8 49 46 96 97 37 43 13 60 48 17 91 100 93 89 0 # 0 2 72 39 75 23 67 21 40 73 41 22 87 57 53 0 # 0 33 65 63 31 69 52 27 28 12 29 76 30 71 9 51 81 79 78 34 3 50 20 10 32 66 35 68 77 1 70 0 # 0 26 54 56 74 4 55 25 24 80 58 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 0 # | 1.0 0.0 
0 5 83 45 36 47 82 52 69 30 90 49 46 48 60 17 91 100 93 89 0 # 0 28 33 65 71 29 12 76 51 9 81 79 78 34 3 50 20 10 32 66 35 68 77 1 70 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 0 # 0 27 31 63 64 11 19 62 88 7 18 8 84 6 0 # 0 26 54 56 74 4 55 25 24 80 58 0 # 0 21 73 40 53 0 # | 0.9487179487179487 0.05128205128205132 
0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # 0 5 83 45 36 47 82 52 69 30 90 49 46 48 60 17 91 100 93 89 0 # 0 27 31 63 64 11 19 62 88 7 18 8 84 6 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 0 # 0 28 33 65 71 29 12 76 79 81 51 9 78 34 3 50 20 10 32 66 35 68 77 1 70 0 # 0 21 73 40 53 0 # 0 26 54 56 74 4 55 25 24 80 58 0 # | 0.9487179487179487 0.05128205128205132 
0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 53 0 # 0 2 72 39 75 23 67 21 40 73 41 22 87 57 43 37 97 96 13 0 # 0 5 83 45 36 47 82 52 69 30 90 49 46 48 60 17 91 100 93 89 0 # 0 27 31 63 64 11 19 62 88 7 18 8 84 6 0 # 0 28 33 65 71 29 12 76 51 9 81 79 78 34 3 50 20 10 32 66 35 68 77 1 70 0 # 0 26 54 56 74 4 55 25 24 80 58 0 # | 0.8974358974358975 0.10256410256410253 
0 27 31 63 64 11 19 62 88 7 18 8 84 6 0 # 0 2 72 39 75 23 67 21 40 73 41 22 87 57 43 37 97 96 13 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 53 0 # 0 5 83 45 36 47 82 52 69 30 90 49 46 48 60 17 91 100 93 89 0 # 0 28 33 65 71 29 12 76 51 9 81 79 78 34 3 50 20 10 32 66 35 68 1 70 0 # 0 26 54 56 74 4 55 25 24 80 77 58 0 # | 0.8205128205128205 0.17948717948717952 
0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 0 # 0 5 83 45 82 47 36 64 11 19 62 7 88 90 18 84 8 49 46 48 60 17 91 100 93 89 58 0 # 0 2 72 39 75 23 67 21 40 73 41 22 87 57 43 37 97 96 13 0 # 0 33 65 63 31 69 52 27 28 12 29 76 30 71 9 51 81 79 78 34 3 50 20 10 32 66 35 68 1 70 0 # 0 53 0 # 0 26 54 56 74 4 55 25 24 80 77 0 # | 0.8974358974358975 0.10256410256410253 
0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 96 97 37 43 13 0 # 0 28 33 65 71 29 12 76 79 81 51 9 78 34 50 3 68 54 74 4 55 25 24 80 77 0 # 0 27 31 63 64 11 19 62 88 7 18 84 8 49 46 48 60 17 91 100 93 89 58 0 # 0 2 72 39 75 23 67 21 73 40 53 87 57 41 22 56 26 0 # 0 5 83 45 36 47 82 52 69 30 90 10 20 66 35 32 70 1 0 # | 0.8974358974358975 0.10256410256410253 
0 27 31 63 64 11 19 62 88 7 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 28 33 65 71 29 12 76 79 81 51 9 78 34 50 3 68 26 54 4 55 25 24 80 77 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 96 97 37 43 13 0 # 0 5 83 45 36 47 82 52 69 30 90 10 20 66 35 32 70 1 0 # 0 2 72 39 75 23 67 21 73 40 53 87 57 41 22 56 74 58 0 # | 1.0 0.0 
0 28 33 65 71 29 12 76 79 81 51 9 78 34 50 3 68 54 74 4 55 25 24 80 77 0 # 0 27 31 63 64 11 19 62 88 7 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 2 72 39 75 23 67 21 73 40 53 87 57 41 22 56 26 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 96 97 37 43 13 58 0 # 0 5 83 45 36 47 82 52 69 30 90 10 20 66 35 32 70 1 0 # | 0.9743589743589743 0.02564102564102566 
0 5 83 45 36 47 82 52 31 69 30 71 9 51 81 79 78 34 3 50 26 54 56 74 4 55 25 24 80 58 0 # 0 33 65 63 64 11 19 62 88 18 7 90 10 20 32 66 35 68 77 1 70 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 84 8 49 46 48 60 17 91 100 93 89 0 # 0 2 72 39 67 23 75 41 22 87 6 94 57 43 37 97 96 13 0 # 0 27 28 12 29 76 21 73 40 53 0 # | 0.9487179487179487 0.05128205128205132 
0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # 0 5 83 45 82 47 36 64 11 19 62 88 7 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 28 12 29 76 21 73 40 53 0 # 0 33 65 63 90 10 20 32 66 35 68 77 1 70 0 # 0 27 52 31 69 30 71 9 51 81 79 78 34 3 50 26 54 56 74 4 55 25 24 80 58 0 # | 0.9487179487179487 0.05128205128205132 
0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # 0 5 83 45 36 47 82 52 31 69 30 71 51 90 9 81 79 78 34 3 50 20 10 32 66 35 68 1 70 0 # 0 33 65 63 64 11 19 62 88 7 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 26 54 56 74 4 55 25 24 80 77 58 0 # 0 27 28 12 29 76 21 73 40 53 0 # | 0.8717948717948718 0.1282051282051282 
0 33 65 63 64 11 19 62 88 7 18 84 8 49 46 48 60 17 91 100 93 89 58 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 53 0 # 0 5 83 45 36 47 82 52 31 69 30 71 51 90 9 81 79 78 34 3 50 20 10 32 66 35 68 1 70 0 # 0 27 28 12 29 76 21 73 40 0 # 0 26 54 56 74 4 55 25 24 80 77 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # | 0.8461538461538461 0.15384615384615385 
0 5 83 45 82 47 36 64 11 19 62 88 7 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 33 65 63 90 10 20 32 66 35 68 77 1 70 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 58 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 0 # 0 27 52 31 69 30 71 9 51 81 79 78 34 3 50 26 54 56 74 4 55 25 24 80 0 # 0 28 12 29 76 21 73 40 53 0 # | 0.9743589743589743 0.02564102564102566 
0 33 65 63 64 11 19 62 7 88 90 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 5 83 45 36 47 82 52 31 69 30 71 51 9 81 79 78 34 3 50 20 10 32 66 35 68 1 70 0 # 0 26 54 56 74 4 55 25 24 80 77 58 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # 0 27 28 12 29 76 21 73 40 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 53 0 # | 0.8461538461538461 0.15384615384615385 
0 33 65 63 64 11 19 62 7 88 90 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 5 83 45 36 47 82 52 31 69 30 71 9 51 81 79 78 34 3 50 20 10 32 66 35 68 77 1 70 0 # 0 26 54 56 74 4 55 25 24 80 58 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # 0 27 28 12 29 76 21 73 40 53 0 # | 0.8974358974358975 0.10256410256410253 
0 5 83 45 36 47 82 52 31 69 30 71 9 51 81 79 78 34 3 50 20 10 32 66 35 68 1 70 0 # 0 26 54 56 74 4 55 25 24 80 77 58 0 # 0 33 65 63 64 11 19 62 7 88 90 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 27 28 12 29 76 21 73 40 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 53 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # | 0.8461538461538461 0.15384615384615385 
0 33 65 63 64 11 19 62 7 88 90 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 5 83 45 36 47 82 52 31 69 30 71 9 51 81 79 78 34 3 50 20 10 32 66 35 68 1 70 0 # 0 27 28 12 29 76 21 73 40 53 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # 0 26 54 56 74 4 55 25 24 80 77 58 0 # | 0.8717948717948718 0.1282051282051282 
0 26 54 56 74 4 55 25 24 80 77 58 0 # 0 33 65 63 64 11 19 62 7 88 90 18 84 8 49 46 48 60 17 91 100 93 89 0 # 0 95 59 92 42 15 14 98 61 16 44 38 86 85 99 94 6 0 # 0 5 83 45 36 47 82 52 69 31 30 71 9 51 81 79 78 34 3 50 20 10 32 66 35 68 1 70 0 # 0 27 28 12 29 76 21 73 40 53 0 # 0 2 72 39 67 23 75 41 22 87 57 43 37 97 96 13 0 # | 1.0 0.0 
