0 73 22 74 72 21 0 # 0 87 57 2 58 0 # 0 39 23 67 55 25 26 0 # 0 42 15 41 75 56 4 0 # 0 28 76 79 54 24 80 12 0 # 0 30 51 9 66 1 0 # 0 50 33 29 78 34 35 77 0 # 0 63 64 49 48 82 7 52 0 # 0 36 47 19 8 46 17 93 59 0 # 0 95 14 44 38 43 100 94 0 # 0 92 37 98 85 16 86 91 97 13 0 # 0 83 45 61 84 5 60 89 0 # 0 96 99 6 0 # 0 62 11 90 20 32 70 0 # 0 27 69 88 10 31 0 # 0 65 71 81 3 68 0 # 0 18 0 # 0 40 53 0 # | 0.8 0.19999999999999996 
0 40 53 0 # 0 61 84 0 # 0 36 64 90 10 0 # 0 45 47 18 0 # 0 65 71 81 34 35 77 0 # 0 39 23 67 55 4 25 26 0 # 0 27 69 76 78 3 68 0 # 0 96 16 86 85 5 17 93 94 0 # 0 73 22 75 56 74 72 21 58 0 # 0 99 6 0 # 0 28 29 79 20 32 31 70 0 # 0 87 57 43 37 98 100 0 # 0 14 91 44 38 59 97 95 13 0 # 0 62 88 8 46 83 60 89 0 # 0 63 11 19 49 48 82 7 52 0 # 0 50 33 30 51 9 66 1 0 # 0 92 42 15 2 41 54 24 80 12 0 # | 0.3 0.7 
0 40 53 0 # 0 61 84 0 # 0 96 99 6 0 # 0 73 22 55 4 25 26 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 33 30 51 9 66 1 0 # 0 87 57 43 37 98 100 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 14 91 44 38 95 97 13 0 # 0 45 47 18 0 # 0 65 71 81 20 32 70 0 # 0 63 11 19 49 48 82 7 52 0 # 0 36 64 90 10 31 0 # 0 94 59 16 86 5 83 60 89 0 # 0 62 88 8 46 17 85 93 0 # 0 28 29 79 3 50 68 0 # 0 27 69 76 78 34 35 77 0 # | 0.2 0.8 
0 40 53 0 # 0 61 84 0 # 0 45 47 18 0 # 0 36 64 90 10 0 # 0 28 29 79 3 12 68 0 # 0 96 99 6 0 # 0 92 42 15 2 41 54 24 80 0 # 0 73 22 55 4 25 26 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 65 71 81 20 32 31 70 0 # 0 50 33 30 51 9 66 1 0 # 0 27 69 76 78 34 35 77 0 # 0 62 88 8 46 83 60 89 0 # 0 59 16 86 97 95 13 0 # 0 87 57 43 37 98 100 94 0 # 0 14 44 38 91 85 17 5 93 0 # 0 63 11 19 49 48 82 7 52 0 # | 0.3 0.7 
0 45 47 18 0 # 0 62 88 8 46 83 60 89 0 # 0 40 53 0 # 0 27 69 76 78 34 35 77 0 # 0 96 99 6 0 # 0 61 84 0 # 0 50 33 30 51 9 66 1 0 # 0 63 11 19 49 48 82 7 52 0 # 0 28 29 79 3 12 68 0 # 0 36 64 90 10 0 # 0 59 16 86 97 95 13 0 # 0 92 42 15 2 41 54 24 80 0 # 0 65 71 81 20 32 31 70 0 # 0 73 22 55 4 25 26 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 87 57 43 37 98 100 94 0 # 0 14 44 38 85 91 17 5 93 0 # | 0.2 0.8 
0 61 84 0 # 0 33 30 51 9 66 1 0 # 0 45 47 18 0 # 0 73 22 55 4 25 26 0 # 0 28 29 79 3 50 68 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 14 91 44 38 95 97 13 0 # 0 27 69 76 78 34 35 77 0 # 0 96 99 6 0 # 0 36 64 90 10 31 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 40 53 0 # 0 52 7 11 19 49 48 82 0 # 0 94 59 16 86 5 83 60 89 0 # 0 63 62 88 8 46 17 85 93 0 # 0 87 57 43 37 98 100 0 # 0 65 71 81 20 32 70 0 # | 0.2 0.8 
0 40 53 0 # 0 96 99 6 0 # 0 73 22 55 4 25 26 0 # 0 28 29 79 3 50 68 0 # 0 36 64 90 10 31 0 # 0 45 47 18 0 # 0 63 11 19 49 48 82 7 52 0 # 0 27 69 76 78 34 35 77 0 # 0 65 71 81 20 32 0 # 0 33 30 51 9 66 1 70 0 # 0 61 84 0 # 0 62 88 8 46 17 85 93 0 # 0 14 91 44 38 95 97 13 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 87 57 43 37 98 100 0 # 0 94 59 16 86 5 83 60 89 0 # | 0.2 0.8 
0 96 99 6 0 # 0 40 53 0 # 0 61 84 0 # 0 36 64 90 10 31 0 # 0 14 91 44 38 95 97 13 0 # 0 28 29 79 3 50 68 0 # 0 87 57 43 37 98 100 0 # 0 94 59 16 86 85 83 60 89 0 # 0 45 47 18 0 # 0 63 62 88 8 46 17 5 93 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 33 30 51 9 66 1 0 # 0 65 71 81 20 32 70 0 # 0 52 7 11 19 49 48 82 0 # 0 27 69 76 78 34 35 77 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 73 22 55 4 25 26 0 # | 0.2 0.8 
0 27 69 76 78 34 35 77 0 # 0 61 84 0 # 0 40 53 0 # 0 96 99 6 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 59 16 86 97 95 13 0 # 0 45 47 18 0 # 0 50 33 30 51 9 66 1 0 # 0 92 42 15 2 41 54 24 80 0 # 0 28 29 79 3 12 68 0 # 0 73 22 55 4 25 26 0 # 0 7 11 19 49 48 82 52 0 # 0 14 44 38 85 91 17 5 93 0 # 0 87 57 43 37 98 100 94 0 # 0 63 62 88 8 46 83 60 89 0 # 0 65 71 81 20 32 31 70 0 # 0 36 64 90 10 0 # | 0.2 0.8 
0 40 53 0 # 0 99 6 0 # 0 61 84 0 # 0 45 47 18 0 # 0 73 22 55 4 25 26 0 # 0 87 57 43 37 98 100 95 0 # 0 14 91 44 38 59 97 13 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 62 88 8 46 83 60 89 0 # 0 36 64 90 10 0 # 0 28 29 79 20 32 31 70 0 # 0 27 69 76 78 3 68 0 # 0 50 33 30 51 9 66 1 0 # 0 65 71 81 34 35 77 0 # 0 63 11 19 49 48 82 7 52 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 96 16 86 85 5 17 93 94 0 # | 0.2 0.8 
0 40 53 0 # 0 99 6 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 73 22 55 4 25 26 0 # 0 61 84 0 # 0 28 29 79 66 1 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 62 88 8 46 83 60 89 0 # 0 87 57 43 37 98 100 95 0 # 0 27 69 76 78 3 68 0 # 0 50 33 30 51 9 34 35 77 0 # 0 96 16 86 85 5 17 93 94 0 # 0 14 91 44 38 59 97 13 0 # 0 45 47 18 0 # 0 36 64 90 10 0 # 0 63 11 19 49 48 82 7 52 0 # 0 65 71 81 20 32 31 70 0 # | 0.2 0.8 
0 45 47 18 0 # 0 87 57 43 37 98 100 0 # 0 28 29 79 3 50 68 0 # 0 61 84 0 # 0 65 71 81 20 32 0 # 0 33 30 51 9 66 1 70 0 # 0 73 22 55 4 25 26 0 # 0 14 91 44 38 95 97 13 0 # 0 96 99 6 0 # 0 63 62 88 8 46 17 5 93 0 # 0 52 7 11 19 49 48 82 0 # 0 27 69 76 78 34 35 77 0 # 0 40 53 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 94 59 16 86 85 83 60 89 0 # 0 36 64 90 10 31 0 # 0 92 42 15 2 41 54 24 80 12 0 # | 0.1 0.9 
0 40 53 0 # 0 61 84 0 # 0 45 47 18 0 # 0 11 19 49 48 82 7 52 0 # 0 73 22 55 4 25 26 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 99 6 0 # 0 27 69 76 78 3 68 0 # 0 63 62 88 8 46 83 60 89 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 28 29 79 66 1 0 # 0 87 57 43 37 98 100 95 0 # 0 36 64 90 10 0 # 0 50 33 30 51 9 34 35 77 0 # 0 65 71 81 20 32 31 70 0 # 0 96 16 86 85 5 17 93 94 0 # 0 14 91 44 38 59 97 13 0 # | 0.1 0.9 
0 99 6 0 # 0 61 84 0 # 0 73 22 55 4 25 26 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 40 53 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 45 47 18 0 # 0 28 29 79 66 1 0 # 0 63 62 88 8 46 83 60 89 0 # 0 11 19 49 48 82 7 52 0 # 0 87 57 43 37 98 100 95 0 # 0 50 33 30 51 9 34 35 77 0 # 0 65 71 81 20 32 31 70 0 # 0 27 69 76 78 3 68 0 # 0 36 64 90 10 0 # 0 14 91 44 38 59 5 17 93 94 0 # 0 96 16 86 85 97 13 0 # | 0.1 0.9 
0 40 53 0 # 0 99 6 0 # 0 61 84 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 63 62 88 8 46 83 60 89 0 # 0 65 71 81 20 32 31 70 0 # 0 73 22 55 4 25 26 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 50 33 30 51 9 34 35 77 0 # 0 96 16 86 85 97 13 0 # 0 14 91 44 38 59 5 17 93 94 0 # 0 87 57 43 37 98 100 95 0 # 0 36 64 90 66 1 0 # 0 28 29 79 10 0 # 0 27 69 76 78 3 68 0 # 0 45 47 18 0 # 0 11 19 49 48 82 7 52 0 # | 0.1 0.9 
0 40 53 0 # 0 45 47 18 0 # 0 61 84 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 73 22 55 4 25 26 0 # 0 99 6 0 # 0 11 19 49 48 82 7 52 0 # 0 87 57 43 37 98 100 95 0 # 0 14 91 44 38 59 5 17 93 96 0 # 0 94 16 86 85 97 13 0 # 0 92 42 15 2 41 54 24 80 12 0 # 0 28 29 79 10 0 # 0 65 71 81 3 35 77 0 # 0 27 69 76 78 34 68 0 # 0 50 33 30 51 9 66 1 0 # 0 36 64 90 20 32 31 70 0 # 0 63 62 88 8 46 83 60 89 0 # | 0.1 0.9 
0 40 53 0 # 0 96 99 6 0 # 0 61 84 0 # 0 45 47 18 0 # 0 94 59 44 38 91 85 17 5 93 0 # 0 63 62 88 8 46 83 60 89 0 # 0 73 22 55 4 25 26 0 # 0 50 33 30 51 9 66 1 0 # 0 87 57 43 13 100 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 92 42 37 16 86 98 97 95 0 # 0 52 7 11 19 49 48 82 0 # 0 28 29 79 10 0 # 0 27 69 76 78 34 68 0 # 0 65 71 81 3 35 77 0 # 0 14 15 2 41 54 24 80 12 0 # 0 36 64 90 20 32 31 70 0 # | 0.1 0.9 
0 18 0 # 0 99 6 0 # 0 40 53 0 # 0 87 57 0 # 0 36 64 90 20 32 0 # 0 65 71 78 34 68 0 # 0 61 84 5 0 # 0 92 59 98 85 16 86 43 13 0 # 0 63 62 88 0 # 0 28 29 81 10 31 0 # 0 50 33 30 51 9 66 1 70 0 # 0 52 7 11 19 49 48 60 89 0 # 0 27 69 76 79 3 35 77 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 14 15 2 41 54 24 80 12 0 # 0 73 22 55 4 25 26 0 # 0 45 47 82 8 46 83 17 93 0 # 0 42 91 44 38 37 97 95 96 100 94 0 # | 0.1 0.9 
0 87 57 43 37 98 100 94 0 # 0 14 91 44 38 95 97 13 0 # 0 65 71 81 20 32 31 70 0 # 0 50 33 30 51 9 66 1 0 # 0 96 99 6 0 # 0 45 5 16 86 85 59 17 93 0 # 0 11 19 49 7 52 0 # 0 63 62 88 8 46 83 60 89 0 # 0 36 64 90 10 0 # 0 28 29 79 3 12 68 0 # 0 27 69 76 78 34 35 77 0 # 0 92 42 15 2 41 54 24 80 0 # 0 73 22 55 4 25 26 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 61 84 0 # 0 48 47 82 18 0 # 0 40 53 0 # | 0.1794871794871795 0.8205128205128205 
0 45 5 16 86 85 59 17 93 96 0 # 0 65 71 81 20 32 31 70 0 # 0 50 33 30 51 9 66 1 0 # 0 27 69 76 78 34 35 77 0 # 0 87 57 43 37 98 100 94 0 # 0 14 91 44 38 95 97 13 0 # 0 26 39 23 67 75 56 74 72 21 58 0 # 0 62 88 8 46 83 60 89 0 # 0 73 22 55 4 25 0 # 0 28 29 79 3 12 68 0 # 0 48 47 82 18 0 # 0 63 11 19 49 7 52 0 # 0 92 42 15 2 41 54 24 80 0 # 0 36 64 90 10 0 # 0 99 6 0 # 0 40 53 0 # 0 61 84 0 # | 0.4358974358974359 0.5641025641025641 
0 45 5 16 86 85 59 17 93 0 # 0 28 29 79 3 12 68 0 # 0 92 42 15 2 41 54 24 80 0 # 0 63 62 88 8 46 83 60 89 0 # 0 48 47 82 18 0 # 0 27 69 76 78 66 1 0 # 0 73 22 55 4 25 26 0 # 0 39 23 67 75 56 74 72 21 58 0 # 0 87 57 43 37 98 100 94 0 # 0 50 33 30 51 9 34 35 77 0 # 0 65 71 81 20 32 31 70 0 # 0 14 91 44 38 95 97 13 0 # 0 96 99 6 0 # 0 11 19 49 7 52 0 # 0 36 64 90 10 0 # 0 61 84 0 # 0 40 53 0 # | 0.1794871794871795 0.8205128205128205 
0 50 33 29 78 34 35 3 77 0 # 0 39 23 67 55 4 25 26 0 # 0 95 14 44 38 43 100 94 0 # 0 92 37 98 85 16 86 91 97 13 0 # 0 87 57 2 0 # 0 73 22 72 54 24 80 12 0 # 0 42 15 41 75 56 74 21 58 0 # 0 36 47 19 8 46 17 93 59 0 # 0 65 71 81 20 32 70 0 # 0 83 45 61 84 5 60 89 0 # 0 30 51 9 66 1 0 # 0 62 11 90 10 31 0 # 0 63 64 49 48 82 7 52 0 # 0 40 53 0 # 0 96 99 6 0 # 0 28 76 79 68 0 # 0 27 69 88 0 # 0 18 0 # | 0.9743589743589743 0.02564102564102566 
0 30 51 9 66 1 0 # 0 65 71 81 20 32 70 0 # 0 92 37 98 85 16 86 91 97 13 0 # 0 95 14 44 38 43 100 94 0 # 0 36 47 19 8 46 17 93 59 0 # 0 87 57 2 58 0 # 0 27 69 88 0 # 0 83 45 61 84 5 60 89 0 # 0 42 15 41 75 56 74 21 0 # 0 73 22 72 54 24 80 12 0 # 0 62 11 90 10 31 0 # 0 50 33 29 78 34 35 3 77 0 # 0 39 23 67 55 4 25 26 0 # 0 40 53 0 # 0 28 76 79 68 0 # 0 63 64 49 48 82 7 52 0 # 0 96 99 6 0 # 0 18 0 # | 1.0 0.0 
0 92 42 15 41 75 56 74 72 21 58 0 # 0 73 22 54 24 80 12 0 # 0 63 64 49 48 82 7 52 0 # 0 62 11 90 10 31 0 # 0 14 44 38 43 37 98 100 59 0 # 0 94 96 99 6 0 # 0 36 47 19 8 46 17 85 93 0 # 0 18 0 # 0 83 45 16 86 91 97 95 13 0 # 0 40 53 0 # 0 27 69 88 0 # 0 50 33 29 78 34 35 77 0 # 0 87 57 2 0 # 0 61 84 5 60 89 0 # 0 30 51 9 66 1 0 # 0 39 23 67 55 4 25 26 0 # 0 28 76 79 3 68 0 # 0 65 71 81 20 32 70 0 # | 0.7948717948717948 0.20512820512820518 
